Website,Order Date,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Order Status,Shipment Status,Ship Date,Shipping Option,Carrier Name & Tracking Number,Product Name
Amazon.com,2023-11-08T02:13:00Z,USD,6.57,0.58,0,0,7.15,16.05,1.42,B000H3EO34,New,1,Closed,Shipped,2023-11-08T06:49:53Z,next-1dc,AMZN_US(TBA309651272177),"Revlon Pencil Eyeliner, ColorStay Eye Makeup with Built-in Sharpener, Waterproof, Smudge-proof, Longwearing with Ultra-Fine Tip, 203 Brown, 0.01 oz"
Amazon.com,2023-11-08T02:13:00Z,USD,9.48,0.84,0,0,10.32,16.05,1.42,B0BHJKQ66D,New,1,Closed,Shipped,2023-11-08T06:49:53Z,next-1dc,AMZN_US(TBA309651272177),"Revlon Lipstick, ColorStay Suede Ink, Built-in Primer, Infused with Vitamin E, Waterproof, Smudge-proof, Matte Color, 005 Hot Girl, 0.09 oz."
Amazon.com,2023-11-05T02:18:53Z,USD,9.99,0.84,0,'-0.5',10.33,24.97,2.17,B0BTH18PKF,New,1,Closed,Shipped,2023-11-08T07:03:19Z,second-nominated-day,AMZN_US(TBA309650465581),Fits Magsafe Car Mount [Strongest Magnets] Magnetic Phone Holder for Car [Hands Free] Air Vent Car Cell Phone Holder Mount Car Accessories for iPhone 14 13 12 Pro Max Plus Mini MagSafe Case All Phones
Amazon.com,2023-11-05T02:18:53Z,USD,8.99,0.8,0,0,9.79,24.97,2.17,B0CFX6Z89P,New,1,Closed,Shipped,2023-11-08T07:03:19Z,second-nominated-day,AMZN_US(TBA309650465581),"Mounting Bracket for myQ Chamberlain Smart Garage Control (MYQ-G0401-ES), No Drilling, Install Damage-Free, Cord Manager Design, Multiple Angles Adjusted Mounting Bracket (not Included Hub)"
Amazon.com,2023-11-05T02:18:53Z,USD,6.99,0.62,0,0,7.61,6.99,0.62,B0BGLCGC16,New,1,Closed,Shipped,2023-11-05T22:20:27Z,second-nominated-day,AMZN_US(TBA309597896742),"Affute Paracord Handle,Fits Wide Mouth Bottles 12-40 oz, Water Bottle Handle Strap with Safety Ring,Carabiner,Survival Whistle,Compass,Accessories for"
Amazon.com,2023-11-05T02:18:53Z,USD,5.99,0.53,0,0,6.52,24.97,2.17,B071D4DKTZ,New,1,Closed,Shipped,2023-11-08T07:03:19Z,second-nominated-day,AMZN_US(TBA309650465581),LiCB CR2032 3V Lithium Battery(10-Pack)
Amazon.com,2023-10-31T02:43:56Z,USD,9.99,0.6,0,0,10.59,9.99,0.6,B09CGNF1S2,New,1,Closed,Shipped,2023-10-31T06:25:49Z,next-1dc,AMZN_US(TBA309510615116),"AOOK Sling Swivels Mounts for Rifle and Shotgun, Heavy Duty Sling Attachments Clips, Black- Occult (Black)"
Amazon.com,2023-10-31T02:24:53Z,USD,8.09,0.49,0,0,8.58,77.87,4.68,B01JDJUW42,New,1,Closed,Shipped,2023-10-31T06:25:44Z,next-1dc,AMZN_US(TBA309510615116),"Renfrew Patterned Hockey Tape, 1"" Wide (Camo, 25m)"
Amazon.com,2023-10-31T02:24:53Z,USD,6.99,0.42,0,0,7.41,6.99,0.42,B002IY5E7U,New,1,Closed,Shipped,2023-11-01T00:12:38Z,next-1dc,AMZN_US(TBA309515806184),"Birchwood Casey Fast-Drying Fast-Acting Aluminum Black Metal Finish for Restoring Scratched and Marred Areas, Gun Cleaning, 3 OUNCE BULK EACH"
Amazon.com,2023-10-31T02:24:53Z,USD,69.78,4.19,0,0,73.97,77.87,4.68,B0B7Q8CTGF,New,1,Closed,Shipped,2023-10-31T06:25:44Z,next-1dc,AMZN_US(TBA309510615116),"Magpul MOE Bipod for Hunting and Shooting, Made of Lightweight High-Strength Polymer, Flat Dark Earth"
Amazon.com,2023-10-28T00:59:47Z,USD,14.59,0.88,0,0,15.47,14.59,0.88,B083XTQVQ3,New,1,Closed,Shipped,2023-10-28T19:10:27Z,next-1dc,AMZN_US(TBA309461198337),DOCA Aluminum Alloy-Oil Filter Plug Tool，Oil Filter Plug Cap Off Tool for Dodge Ram 05083285AA MO285 Turbo Diesel 5.9L 6.7L Cummins (Green) ...
Amazon.com,2023-10-25T00:25:32Z,USD,14.99,0.9,0,0,15.89,14.99,0.9,B089T4JM4C,New,1,Closed,Shipped,2023-10-25T18:42:56Z,next-1dc,AMZN_US(TBA309406761937),"Tourniquet, 2 Pack - The Fastest, Safest, Most Effective Combat Hemostatic Control Single-Handed Application for Military Tactical First Aid Medical B"
Amazon.com,2023-10-25T00:25:32Z,USD,24.97,0,0,0,0,Not Available,Not Available,B07KFTJVHG,New,0,Closed,Not Available,Not Available,next-1dc,Not Available,MULTUS: Deer Drag and Harness Hunting Gear Every Way to Drag a Deer in ONE Product Fast & Easy! Hunting accessories for deer hunting Gift
panda01,2023-10-23T23:09:06Z,USD,7.49,0,0,0,7.49,7.49,0,B07T2K9ZP9,New,1,Closed,Shipped,2023-10-23T23:09:17Z,Not Available,Not Available,Whole Foods Market Mini Chocolate Croissant 12 Count
Amazon.com,2023-10-22T22:04:19Z,USD,18.5,1.11,0,0,39.22,37,2.22,B09L57BCPS,New,2,Closed,Shipped,2023-10-23T09:46:52Z,next-1dc,AMZN_US(TBA309365646242),Monstrum 45 Degree Offset Picatinny Rail Mount
Amazon.com,2023-10-22T12:03:10.080Z,USD,12.99,0,0,0,0,Not Available,Not Available,B0BLNXF7WV,New,0,Cancelled,Not Available,Not Available,next-1dc,Not Available,"Bontok Picatinny Offset Rail Mounts, 4-4 Slots 45 Degree Picatinny Weaver Offset Aluminum Rail Low Profile Mount for lashlight Laser Sights Optics"
Amazon.com,2023-10-19T01:59:46Z,USD,15.91,0.86,0,'-1.59',15.18,15.91,0.86,B087R8VXFP,New,1,Closed,Shipped,2023-10-20T06:47:46Z,next-1dc,AMZN_US(TBA309316790008),"Signature Fitness Everyday Essentials 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap, Red"
Amazon.com,2023-10-17T19:59:32Z,USD,12.99,0.78,0,0,13.77,12.99,0.78,B0853CNLYZ,New,1,Closed,Shipped,2023-10-17T22:16:46Z,next-1dc,AMZN_US(TBA309272563532),"Slippery Pete - Fluid Pump for Standard Quart Bottles - 8cc per Pump Stroke and 3rd Hand Adapter, Transfer Gear Oil, Transmission and Differential Flu"
Amazon.com,2023-10-17T02:06:50Z,USD,11.98,1.07,0,0,13.05,11.98,1.07,B000KL1LDE,New,1,Closed,Shipped,2023-10-18T19:28:47Z,next-1dc,AMZN_US(TBA309284741993),"Combat Max 12 Month Roach Killing Bait, Small Roach Bait Station, Child-Resistant, 18 Count"
Amazon.com,2023-10-15T18:41:56Z,USD,13.99,0.84,0,0,14.83,13.99,0.84,B00K1CFP6G,New,1,Closed,Shipped,2023-10-17T01:53:21Z,second-nominated-day,AMZN_US(TBA309252320567),10 Pack - 12â€x18â€ Sight In Splatterburst Target - Instantly See Your Shots Burst Bright Florescent Yellow Upon Impact
Amazon.com,2023-10-12T17:22:01Z,USD,9.99,0.6,0,0,10.59,9.99,0.6,B00FX2R2LK,New,1,Closed,Shipped,2023-10-17T01:53:31Z,second-nominated-day,AMZN_US(TBA309252320567),"WORKSHOP Wet/Dry Vacs Vacuum Adapter WS25055A Wet/Dry Shop Vacuum Adapter Combo Kit for Wet Dry Vacuum Cleaners, Black"
Amazon.com,2023-10-12T03:28:34Z,USD,8.99,0.54,0,0,9.53,8.99,0.54,B0CFX6Z89P,New,1,Closed,Shipped,2023-10-17T01:53:36Z,second-nominated-day,AMZN_US(TBA309252320567),"Mounting Bracket for myQ Chamberlain Smart Garage Control (MYQ-G0401-ES), No Drilling, Install Damage-Free, Cord Manager Design, Multiple Angles Adjus"
Amazon.com,2023-10-12T03:15:58Z,USD,9.99,0.45,0,'-2.5',7.94,9.99,0.45,B091HH9K97,New,1,Closed,Shipped,2023-10-17T01:53:16Z,second-nominated-day,AMZN_US(TBA309252320567),"MAXvolador A19 LED Light Bulbs, 100 Watt Equivalent Daylight 5000K, 1500 Lumens, E26 Standard Base, Non-Dimmable, 13W Bright White Bulbs for Bedroom L"
Amazon.com,2023-10-12T02:46:35Z,USD,159.99,14.24,0,0,174.23,159.99,14.24,B08DS3PGZ6,New,1,Closed,Shipped,2023-10-12T07:35:26Z,Std US D2D Dom,FedEx(773715302431),"Zeanus Pink Gaming Chair, PC Gaming Chair for Girls, Reclining with Footrest, Ergonomic Computer Chair with Massage, Gaming Chair for Women, High Back Gaming Chairs for Adults"
Amazon.com,2023-10-12T02:31:08Z,USD,12.59,0.76,0,0,13.35,12.59,0.76,B07QXV6N1B,New,1,Closed,Shipped,2023-10-17T01:53:26Z,second-nominated-day,AMZN_US(TBA309252320567),"Anker Portable Charger, Power Bank, 10K Battery Pack with High-Speed PowerIQ Charging Technology and USB-C (Input Only) for iPhone 15/15 Plus/15 Pro/1"
Amazon.com,2023-10-11T02:27:42Z,USD,8.06,0.72,0,0,8.78,22.3,1.99,B0B5DKJ8TS,New,1,Closed,Shipped,2023-10-12T04:53:30Z,next-1dc,AMZN_US(TBA309161157116),"COSRX Retinol 0.1% Cream, 0.67 Fl Oz, Anti-aging Eye & Neck Cream with Retinoid Treatment to Firm Skin, Reduce Wrinkles, Fine Lines, Signs of Aging, Gentle Skincare for Day & Night, Korean Skincare"
Amazon.com,2023-10-11T02:27:42Z,USD,14.24,1.27,0,0,15.51,22.3,1.99,B0BN2PX8V3,New,1,Closed,Shipped,2023-10-12T04:53:30Z,next-1dc,AMZN_US(TBA309161157116),"ANUA Heartleaf Pore Control Cleansing Oil Korean Facial Cleanser, Daily Makeup Blackheads Removal 6.76 fl oz(200ml)"
Amazon.com,2023-10-11T02:27:42Z,USD,16.8,1.5,0,0,18.3,16.8,1.5,B0915K6WD3,New,1,Closed,Shipped,2023-10-11T08:59:50Z,next-1dc,AMZN_US(TBA309141307005),"numbuzin No.3 Skin Softening Serum | Pore Care, Textured Skin, Bifida, Galactomyces, Niacinamide, Adenosine, Panthenol | Korean Skin Care for Face (1."
Amazon.com,2023-10-10T16:38:04Z,USD,20.79,1.25,0,0,22.04,20.79,1.25,B0BQZ7ZMXG,New,1,Closed,Shipped,2023-10-11T10:00:26Z,next-1dc,AMZN_US(TBA309140763927),"Hanes Men's Boxer Briefs & Trunks, Stretch Cotton Moisture-Wicking Underwear, Modern Fit Low Rise, Multipacks, Regular Leg-Olive/Maroon/Grey-6 Pack"
Amazon.com,2023-10-10T06:19:46Z,USD,21.22,1.27,0,0,22.49,21.22,1.27,B08GD3D9YJ,New,1,Closed,Shipped,2023-10-10T14:15:03Z,next-1dc,USPS(9361289675024283350643),"CHAMBERLAIN Smart Garage Control - Wireless Garage Hub and Sensor with Wifi & Bluetooth - Smartphone Controlled, myQ-G0401-ES, White"
Amazon.com,2023-10-05T01:35:38Z,USD,9.95,0.89,0,0,10.84,9.95,0.89,B01B59VBTI,New,1,Closed,Shipped,2023-10-05T08:21:24Z,next-1dc,AMZN_US(TBA309033119456),ORAVIX Tonsil Stone Removal Kit - Tonsil Stone Remover - Fast Painless Tonsillolith Remover Tool - Tonsil Cleaner - Fight Bad Breath - Tonsil Stone Re
Amazon.com,2023-10-01T06:04:35Z,USD,36.91,2.21,0,0,39.12,36.91,2.21,1260454037,New,1,Closed,Shipped,2023-10-02T14:20:41Z,second-nominated-day,USPS(9341989675005611838458),"CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 & 220-1002)"
Amazon.com,2023-09-29T15:29:11Z,USD,9.59,0.58,0,0,10.17,9.59,0.58,B0971NDM1T,New,1,Closed,Shipped,2023-09-29T22:37:37Z,next-1dc,AMZN_US(TBA308943043083),"LULUCATCH Super Glue Traps 6 Pack for Mice & Snakes, Larger, Heavier Sticky Traps with Non-Toxic Glue. Sticky Mouse Traps Indoor, Easy to Set, Safe to Children & Pets"
Amazon.com,2023-09-28T14:20:05Z,USD,16.58,1.48,0,0,18.06,16.58,1.48,B08LKMXLY1,New,1,Closed,Shipped,2023-09-29T02:08:40Z,next-1dc,AMZN_US(TBA308923919802),FINETOO 6 Pack Women's Seamless Hipster Underwear No Show Panties Invisibles Briefs Soft Stretch Bikini Underwears XS-XL
Amazon.com,2023-09-27T23:46:31Z,USD,13.58,1.21,0,0,14.79,13.58,1.21,B07RH6V66B,New,1,Closed,Shipped,2023-09-29T00:36:22Z,next-1dc,AMZN_US(TBA308921499646),"MomMed Pregnancy Test Strips, Home Pregnancy Test Kits, 55-Piece Pregnancy Test Strips with 55-Piece Urine Collection Cups; Quick and Reliable Early P"
Amazon.com,2023-09-27T00:07:49Z,USD,18.54,1.32,0,'-3.71',16.15,18.54,1.32,B07V25J4J3,New,1,Closed,Shipped,2023-09-27T21:46:28Z,next-1dc,AMZN_US(TBA308905627227),"Dove Aluminum Free Deodorant for Women 24-Hour Odor Protection, Coconut and Pink Jasmine, 7.8 Oz, 3 Count"
Amazon.com,2023-09-25T03:22:24Z,USD,11.88,1.06,0,0,12.94,11.88,1.06,B07FVM5TKV,New,1,Closed,Shipped,2023-09-26T10:10:12Z,next-1dc,AMZN_US(TBA308884478906),Classic Resin Mortar Pestle Set Guacamole Herbs Spice Grinder Bowl Food Mill Mixing Bowl Rod Kitchen Cooking Tools Supplies (Granite Texture)
Amazon.com,2023-09-23T21:47:56Z,USD,15,1.34,0,'-0.46',15.88,15,1.34,B06Y15D1LH,New,1,Closed,Shipped,2023-09-24T11:52:07Z,next-1dc,AMZN_US(TBA308854774285),SKIN1004 Madagascar Centella Asiatica Ampoule Facial Serum 3.38 fl.oz(100ml)
Amazon.com,2023-09-20T04:20:43Z,USD,8.99,0.54,0,0,9.53,8.99,0.54,B08YYMMX8G,New,1,Closed,Shipped,2023-09-20T19:26:47Z,next-1dc,AMZN_US(TBA308791680550),"Bontok Single Picatinny Aluminum Accessory Rail Set for Mlock 3 5 7 9 11 13 Slots with 13 T-Nuts & Screws, 6 Allen Wrench- Squared Corner"
Amazon.com,2023-09-18T23:55:14Z,USD,29.99,2.67,0,0,32.66,29.99,2.67,B09GRXN87Q,New,1,Closed,Shipped,2023-09-29T13:16:55Z,std-us-3,AMZN_US(TBA308768655495),"Crocs Unisex Classic Slide Sandals, Bone, 8 Men/10 Women"
Amazon.com,2023-09-16T22:06:50Z,USD,13.98,1.24,0,0,15.22,13.98,1.24,B0BB67591H,New,1,Closed,Shipped,2023-09-18T00:33:46Z,second-nominated-day,AMZN_US(TBA308744094457),"Crenovo Desk Pad for Keyboard and Mouse, Mouse Pad, Desk Mat, Non Slip Suede & PU Leather Desk Pad, Desk Protector Desk Mat On Top of Desk Writing Mat"
Amazon.com,2023-09-16T18:55:51Z,USD,0,0,0,0,0,0,0,B07X55M85X,New,1,Closed,Shipped,2023-09-17T15:49:43Z,next-1dc,AMZN_US(TBA308742970751),"Resistance Bands,Gritin Exercise Bands Loop Bands with Instruction Guide and Carry Bag - Pack of 5 Different Resistance Levels Elastic Bands for Working Out, Exercise,Gym,Training,Yoga"
Amazon.com,2023-09-16T00:36:18Z,USD,25.99,1.78,0,'-6',21.77,25.99,1.78,B07RKW5H68,New,1,Closed,Shipped,2023-09-17T15:49:48Z,second-nominated-day,AMZN_US(TBA308742970751),"Vinsguir Ab Roller Wheel, Abs Workout Equipment for Abdominal & Core Strength Training, Exercise Wheels for Home Gym, Fitness Equipment for Core Worko"
Amazon.com,2023-09-11T00:58:27Z,USD,11.99,1.07,0,0,13.06,11.99,1.07,B08WRWK5BZ,New,1,Closed,Shipped,2023-09-11T17:53:31Z,next-1dc,USPS(9374889675023118273993),"Niacinamide 20% + Zinc PCA 4% Serum for Face, Pore Reducer, Uneven Skin Tone Treatment, Diminishes Acne Prone, Skin Balancing Pore Reducing, Restores Elasticity, 1 Fl Oz"
Amazon.com,2023-09-09T01:54:06Z,USD,9.99,0.89,0,0,10.88,9.99,0.89,B07X55M85X,New,1,Closed,Shipped,2023-09-09T07:31:45Z,next-1dc,AMZN_US(TBA308610961521),"Resistance Bands,Gritin Exercise Bands Loop Bands with Instruction Guide and Carry Bag - Pack of 5 Different Resistance Levels Elastic Bands for Worki"
Amazon.com,2023-09-07T05:18:35Z,USD,93.49,6.99,0,'-15',85.48,93.49,6.99,B088TLQR3K,New,1,Closed,Shipped,2023-09-07T12:57:03Z,second-nominated-day,AMZN_US(TBA308583054973),"KYY Portable Monitor 15.6'' FHD 1080P USB C HDMI Gaming Monitor Ultra-Slim IPS Display w/Smart Cover & Speakers, Plug&Play, External Monitor for Laptop PC Phone Mac Xbox PS4"
Amazon.com,2023-09-06T23:00:41Z,USD,8.99,0.8,0,0,9.79,40.97,3.65,B07SZPVDY8,New,1,Closed,Shipped,2023-09-07T12:57:00Z,second-nominated-day,AMZN_US(TBA308583054973),"7.3 inch Soft Realistic Dildo, Human Safety Material, with Powerful Suction Cups, Suitable for Women/Men/Gay, Adult Toys for Women or Beginer"
Amazon.com,2023-09-06T02:46:19Z,USD,9.99,0.89,0,0,10.88,9.99,0.89,B08Q7LYHSZ,New,1,Closed,Shipped,2023-09-10T23:24:17Z,next,AMZN_US(TBA308633312778),"PYUNKANG YUL Calming Moisture Barrier Cream - Ceramides Skin Care Moisturizing Cream Containing Hyaluronic Acid Tea Tree, Shea Butter, Squalene and Ci"
Amazon.com,2023-09-06T02:46:19Z,USD,24,2.14,0,0,26.14,24,2.14,B08WJQ3XJD,New,1,Closed,Shipped,2023-09-06T08:45:24Z,next-1dc,AMZN_US(TBA308562525773),"Beauty of Joseon Dynasty Cream, 50ml, 1.69fl.oz."
Amazon.com,2023-08-24T01:08:44Z,USD,13.5,1.2,0,0,14.7,13.5,1.2,B0C6SWQYZP,New,1,Closed,Shipped,2023-08-24T07:37:53Z,next-1dc,AMZN_US(TBA308350980178),"SOME BY MI 30 Days Miracle Clear Spot Patch - 90Counts, 2 Size (10mm 45Counts, 12mm 45Counts) - Acne, Zits and Pimple Patches for Face - Invisible and Hydrocolloid Patches - Pack of 5"
Amazon.com,2023-08-23T18:27:05Z,USD,65.99,3.48,0,'-7.92',61.55,65.99,3.48,B0B9RW6T5N,New,1,Closed,Shipped,2023-08-23T18:55:37Z,rush,AMZN_US(TBA240278935000),"HOTWAVE Portable Exercise Equipment with 16 Gym Accessories.20 in 1 Push Up Board Fitness,Resistance Bands with Ab Roller Wheel,Full Body Workout at H"
Amazon.com,2023-08-20T15:01:11Z,USD,9.99,0.54,0,'-1',9.53,9.99,0.54,B0BTH18PKF,New,1,Closed,Shipped,2023-08-21T04:04:03Z,next-1dc,AMZN_US(TBA308296479683),Fits Magsafe Car Mount [Strongest Magnets] Magnetic Phone Holder for Car [Hands Free] Air Vent Car Cell Phone Holder Mount Car Accessories for iPhone 14 13 12 Pro Max Plus Mini MagSafe Case All Phones
Amazon.com,2023-08-19T03:25:52Z,USD,14.99,0.9,0,0,15.89,14.99,0.9,B09HWZL28Q,New,1,Closed,Shipped,2023-08-21T02:15:43Z,next-1dc,AMZN_US(TBA308286961325),"VEGCOO Wireless Gaming Mouse, C8 Rechargeable Silent Click Wireless Mouse with 2.4G USB Receiver, up to 4800 DPI Adjustable, 400mah Lithium Battery, Double Click for PC/Mac Gamer（Black）"
Amazon.com,2023-08-17T02:12:52Z,USD,19.9,1.77,0,0,21.67,19.9,1.77,B08CMS8P67,New,1,Closed,Shipped,2023-08-17T05:05:55Z,next-1dc,AMZN_US(TBA308235078414),"Anua Heartleaf 77% Soothing Toner I pH 5.5 Skin Trouble Care, Calming Skin, Refreshing, Hydrating, Purifying, Cruelty Free, Vegan for Sensitive, Combination (250ml / 8.45 fl.oz.), Korean Skincare"
Amazon.com,2023-08-15T00:12:28Z,USD,6.47,0.58,0,0,7.05,6.47,0.58,B005G9E98O,New,1,Closed,Shipped,2023-08-15T04:20:11Z,next-1dc,AMZN_US(TBA308197248337),"NYX PROFESSIONAL MAKEUP Mechanical Eyeliner Pencil, White"
